Numot,Season,game_id,result,season,team1_adjde,team1_adjoe,team1_adjtempo,team1_ap_final,team1_ap_preseason,team1_arate,team1_blockpct,team1_coach_name,team1_coaches_before_final,team1_coaches_preseason,team1_de,team1_f3grate,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_id,team1_lat,team1_long,team1_oe,team1_opparate,team1_oppblockpct,team1_oppf3grate,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppstlrate,team1_pt_career_overall_losses,team1_pt_career_school_losses,team1_pt_career_school_wins,team1_pt_coach_season_losses,team1_pt_coach_season_wins,team1_pt_overall_ff,team1_pt_overall_ncaa,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_school_ncaa,team1_pt_school_s16,team1_pt_team_season_losses,team1_pt_team_season_wins,team1_rpi_rating,team1_seed,team1_stlrate,team1_teamname,team1_tempo,team2_adjde,team2_adjoe,team2_adjtempo,team2_ap_preseason,team2_arate,team2_blockpct,team2_coach_id,team2_coach_name,team2_coaches_before_final,team2_coaches_preseason,team2_de,team2_f3grate,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_id,team2_oe,team2_opparate,team2_oppblockpct,team2_oppf3grate,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppstlrate,team2_pt_career_overall_losses,team2_pt_career_school_losses,team2_pt_career_school_wins,team2_pt_coach_season_losses,team2_pt_coach_season_wins,team2_pt_overall_ff,team2_pt_overall_ncaa,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_school_ncaa,team2_pt_school_s16,team2_pt_team_season_losses,team2_pt_team_season_wins,team2_rpi_rating,team2_score,team2_seed,team2_stlrate,team2_tempo,team1_pt_career_overall_wins,team2_pt_career_overall_wins
1,2004,2004-1210-1242,1,2004,90.5671,112.3931,71.1581,14,,56.2682,11.505,Paul Hewitt,20,,92.1012,32.9417,51.3477,36.6255,69.1854,1210,33.773732,-84.396019,106.9236,54.104,8.3558,32.8995,43.2776,29.7408,66.4466,0.0972,80,53,137,9,23,0,2,0,0,1,0,9,23,0.609,3,0.123,Georgia Tech,72.6362,93.4269,109.4746,70.5014,6,64.1947,12.0155,bill-self-1,Bill Self,18,5,96.9254,29.0584,52.0214,33.7058,70.7819,1242,106.1732,53.2,9.3822,32.4607,43.1008,31.2903,70.7602,0.0959,113,8,228,8,21,0,5,3,0,0,0,8,21,--,71,4,0.0999,70.1707,142,231
0,2005,2005-1130-1335,1,2005,95.6471,112.0723,65.1856,14,,68.6198,9.6909,Al Skinner,3,,97.3706,21.5302,48.6772,34.1598,71.1911,1130,42.337688,-71.171488,109.5473,56.8655,7.8609,31.2464,44.0267,35.6618,69.8598,0.107,225,99,284,4,24,0,5,0,0,3,0,4,24,0.605,4,0.109,Boston College,64.8996,91.3251,100.8756,68.8691,,61.4035,9.1725,fran-dunphy-1,Fran Dunphy,,,89.9084,35.6329,48.3776,34.103,65.9375,1335,101.4124,53.4733,9.6362,34.6154,44.0678,33.3333,63.7607,0.1097,153,153,290,8,20,0,7,0,0,7,0,8,20,0.558,65,13,0.1183,67.0502,285,290
0,2005,2005-1211-1457,1,2005,100.3467,117.9394,68.2079,10,25,56.7757,9.541,Mark Few,16,,102.1025,23.6919,54.1602,37.9653,73.9021,1211,47.668144,-117.403062,116.4325,63.6601,4.3143,39.6196,45.6346,35.3909,67.4545,0.0864,36,36,158,4,25,0,5,2,0,5,2,4,25,0.604,3,0.0798,Gonzaga,68.3884,95.2913,101.0443,63.6859,,61.6519,11.9126,gregg-marshall-1,Gregg Marshall,,,92.0599,36.4865,47.923,36.1552,68.7011,1457,104.5143,55.9265,6.383,38.8369,44.5902,32.8744,66.1667,0.0992,69,69,142,5,27,0,4,0,0,4,0,5,27,0.565,64,14,0.1211,63.4751,159,142
0,2005,2005-1228-1192,1,2005,88.4703,120.2137,66.158,1,5,66.5751,8.5239,Bruce Weber,1,5,92.2107,38.8397,54.1636,39.2246,72.8111,1228,39.730827,-90.246256,118.4394,55.4661,7.1687,31.0888,44.0748,35.7911,64.5212,0.0755,62,8,161,1,32,0,3,2,0,1,1,1,32,0.626,1,0.1173,Illinois,65.3035,103.8184,100.8907,69.6665,,55.8005,10.8527,tom-green-1,Tom Green,,,100.3342,31.5927,49.6947,34.876,66.6137,1192,105.2655,54.7009,6.1069,28.3333,49.0698,36.4706,65.1403,0.0889,279,279,358,12,20,0,3,0,0,3,0,12,20,0.539,55,16,0.1009,69.9474,166,358
0,2005,2005-1334-1338,1,2005,98.3435,111.96,64.432,22,,58.1864,8.2192,Bob Thomason,18,,98.0723,32.9161,55.3172,38.2129,74.3265,1334,45.521394,-123.108777,111.9664,51.5915,6.7164,35.8946,45.8048,33.4862,67.1395,0.1126,212,212,285,3,26,0,2,0,0,2,0,3,26,0.581,8,0.0767,Pacific,64.1313,95.7879,113.9544,64.8737,17,59.4851,11.8562,jamie-dixon-1,Jamie Dixon,17,17,97.2655,29.4831,50.9502,37.8788,65.8789,1338,111.5947,61.8238,8.5973,35.7277,44.0233,33.9161,70.5179,0.0817,13,13,51,8,20,0,1,1,0,1,1,8,20,0.528,71,9,0.0998,64.4186,286,51
0,2005,2005-1412-1261,1,2005,97.669,108.0639,71.3801,,,56.7778,8.4702,Mike Anderson,,,98.575,31.3126,49.8177,34.72,69.5876,1412,33.50223,-86.80917,107.0809,57.1429,8.3151,36.8105,49.0925,35.1632,71.6826,0.081,33,33,64,10,21,0,1,1,0,1,1,10,21,0.562,11,0.1569,UAB,72.2258,99.4931,113.3772,67.0174,,56.9588,11.0147,john-brady-1,John Brady,,,104.2854,33.787,51.0277,35.9019,72.9927,1261,110.2823,45.4897,7.2386,33.9633,47.7884,37.9427,68.609,0.0917,178,101,229,9,20,0,2,1,0,2,1,9,20,0.564,68,6,0.1014,66.9199,65,229
0,2005,2005-1448-1151,1,2005,100.2004,124.7564,69.8891,5,2,55.0259,9.0145,Skip Prosser,6,2,102.1108,31.9939,53.4031,39.9046,68.4327,1448,36.135301,-80.279004,117.2191,52.7586,8.9005,34.4188,47.0588,36.9723,69.0881,0.1031,112,34,258,5,26,0,8,1,0,3,1,5,26,0.616,2,0.1182,Wake Forest,71.5778,98.3022,97.8901,68.3899,,55.4252,6.9393,john-shulman-1,John Shulman,,,96.8708,31.7975,50.8088,30.2041,67.2727,1151,100.4572,60.7634,10.2759,49.3409,46.8401,35.2417,67.4725,0.1225,10,10,20,10,20,0,0,0,0,0,0,10,20,0.576,54,15,0.1001,69.9977,259,20
0,2005,2005-1163-1416,1,2005,90.1075,110.7366,71.9581,13,8,61.6009,20.4309,Jim Calhoun,19,7,93.3652,23.7179,49.5798,34.6847,69.9871,1163,41.808215,-72.249537,109.0165,58.0815,9.2437,33.0348,41.3819,30.7229,67.1845,0.1193,310,173,704,7,22,2,17,10,2,12,10,7,22,0.6,2,0.0851,Connecticut,71.4556,105.9743,103.8264,60.9464,,66,11.4739,kirk-speraw-1,Kirk Speraw,,,103.7912,44.6615,52.7059,36.7347,70.3704,1416,108.9913,47.7876,9.1765,32.3659,46.7351,34.5029,67.1851,0.1273,162,162,195,8,24,0,3,0,0,3,0,8,24,0.627,71,15,0.1061,62.1042,705,195
0,2005,2005-1210-1203,1,2005,89.4226,106.8671,70.1956,25,3,55.477,13.054,Paul Hewitt,,4,92.2211,30.3676,50.4208,33.3333,69.0987,1210,33.773732,-84.396019,104.1154,54.6939,9.7934,34.0595,42.9492,31.5133,65.8571,0.0992,92,65,161,11,19,1,3,1,1,2,1,11,19,0.58,5,0.1163,Georgia Tech,71.059,95.2157,108.3217,71.4971,,58.1032,12.1442,karl-hobbs-1,Karl Hobbs,,,94.3302,25.5429,51.4965,36.2416,69.2641,1203,109.0921,60.251,5.6025,37.4109,47.4383,34.4444,65.8363,0.1062,52,52,64,7,22,0,0,0,0,0,0,7,22,0.562,68,12,0.1376,70.552,162,64
0,2005,2005-1314-1324,1,2005,91.036,119.3614,74.6791,2,4,62.5887,9.8611,Roy Williams,2,3,92.0156,30.3982,54.1004,40.3202,72.5451,1314,35.912165,-79.050969,115.7773,54.655,10.9981,36.6755,43.6806,34.0528,71.1176,0.1171,116,15,464,4,27,4,15,9,0,1,0,4,27,0.621,1,0.1292,North Carolina,76.725,107.7048,106.3563,65.9925,,58.0026,7.1291,greg-kampe-1,Greg Kampe,,,110.8047,32.9506,50.1712,33.9721,66.358,1324,106.5184,66.0494,7.1918,39.2982,53.7572,37.5,70.3151,0.0887,92,92,84,18,12,0,0,0,0,0,0,18,12,0.475,68,16,0.1038,65.8466,470,85
0,2005,2005-1329-1368,1,2005,96.2589,118.6729,67.3273,6,7,60.5023,6.4701,Eddie Sutton,4,8,97.8748,30.5822,53.013,41.5896,77.8788,1329,36.123085,-97.069743,115.681,56.7917,6.3518,28.8047,49.14,35.0202,69.4056,0.0868,299,134,781,6,24,3,25,12,2,12,5,6,24,0.621,2,0.1044,Oklahoma St.,67.6466,93.3255,96.6272,61.0764,,49.2013,11.2921,billy-kennedy-1,Billy Kennedy,,,89.711,23.0101,50,29.5597,63.2042,1368,98.0561,55.7762,5.0752,29.7483,45.6026,34.359,68.8889,0.0845,125,91,104,8,24,0,0,0,0,0,0,8,24,0.475,50,15,0.1474,62.6093,783,104
0,2005,2005-1356-1388,1,2005,92.3937,106.9693,64.1969,,,53.719,7.8727,Chris Lowery,,,94.0847,28.752,47.8936,36.4469,75.2418,1356,37.71921,-89.217618,104.8547,54.3933,6.8736,28.9709,46.1474,34.0862,68.7407,0.0909,7,7,26,7,26,0,0,0,0,0,0,7,26,0.587,7,0.1378,Southern Illinois,63.823,97.1262,105.6669,65.7821,,46.9717,7.1784,randy-bennett-1,Randy Bennett,,,97.332,36.7251,48.4288,34.8726,72.2222,1388,104.2514,43.9336,10.0739,22.6073,45.9844,33.09,66.782,0.0968,55,55,68,8,25,0,0,0,0,0,0,8,25,0.507,56,10,0.0875,66.4457,27,68
0,2005,2005-1437-1307,1,2005,92.8162,114.4969,67.8853,19,,48.0649,15.7988,Jay Wright,24,,94.5086,34.0402,47.4856,35.9425,73.5549,1437,40.039388,-75.345457,111.8155,60.4167,10.7997,33.4703,43.3363,31.7544,71.6895,0.083,138,53,196,7,22,0,2,0,0,0,0,7,22,0.58,5,0.1259,Villanova,65.8171,97.2622,112.0649,66.2756,,57.7859,9.7884,ritchie-mckay-1,Ritchie McKay,,,97.836,39.8923,55.8209,39.1304,67.8571,1307,113.8949,57.2944,10.1493,36.9299,47.9718,31.6265,69.8603,0.108,127,38,133,6,26,0,0,0,0,0,0,6,26,0.586,47,12,0.1132,66.519,198,133
0,2005,2005-1112-1412,1,2005,95.3458,114.0151,69.7604,9,10,56.7317,9.8833,Lute Olson,8,11,97.7107,27.9379,50.7077,40.1587,77.6184,1112,32.232071,-110.950769,111.7366,58.7618,5.7231,33.6219,47.838,34.6883,67.4757,0.0957,260,165,733,6,27,5,25,12,4,20,10,6,27,0.61,3,0.1129,Arizona,70.7242,97.669,108.0639,71.3801,,56.7778,8.4702,mike-anderson-1,Mike Anderson,,,98.575,31.3126,49.8177,34.72,69.5876,1412,107.0809,57.1429,8.3151,36.8105,49.0925,35.1632,71.6826,0.081,33,33,64,10,21,0,1,1,0,1,1,10,21,0.562,63,11,0.1569,72.2258,736,65
0,2005,2005-1246-1153,1,2005,89.6089,110.0217,68.175,7,9,56.4928,12.5964,Tubby Smith,5,9,91.0862,32.732,52.3372,34.3307,66.2551,1246,38.028081,-84.510698,108.3268,51.0013,8.5057,36.8165,44.9871,32.9412,68.9949,0.0751,119,57,340,5,25,1,11,8,1,7,5,5,25,0.611,2,0.1349,Kentucky,67.741,93.4003,109.8964,69.3382,,59.118,16.779,bob-huggins-1,Bob Huggins,22,,92.8323,33.0725,48.1684,34.858,69.0205,1153,109.8523,48.1976,5.6898,33.4165,38.8764,34.3284,67.2241,0.084,173,127,494,7,24,1,14,4,1,13,4,7,24,0.58,60,7,0.0783,69.005,343,495
0,2005,2005-1403-1211,1,2005,95.236,107.8136,70.4216,24,,59.3348,9.4109,Bob Knight,25,,97.9503,19.6219,50.0318,37.7604,75.5747,1403,33.580309,-101.876917,108.3214,54.6856,7.0566,32.94,46.2127,37.2274,66.5441,0.09,335,43,849,10,20,5,26,14,0,2,0,10,20,0.579,6,0.1105,Texas Tech,70.9395,100.3467,117.9394,68.2079,25,56.7757,9.541,mark-few-1,Mark Few,16,,102.1025,23.6919,54.1602,37.9653,73.9021,1211,116.4325,63.6601,4.3143,39.6196,45.6346,35.3909,67.4545,0.0864,36,36,158,4,25,0,5,2,0,5,2,4,25,0.604,69,3,0.0798,68.3884,851,159
0,2005,2005-1428-1328,1,2005,93.3459,112.5499,59.9763,18,,61.3489,7.9476,Ray Giacoletti,12,,94.7338,25.9016,55.3982,36.7089,71.5481,1428,40.762484,-111.846044,112.01,49.3671,9.823,31.4371,46.6376,33.7143,68.1928,0.13,55,5,96,5,27,0,1,0,0,0,0,5,27,0.581,6,0.0968,Utah,60.1046,93.3011,113.6718,66.0445,,56.2775,10.1824,kelvin-sampson-1,Kelvin Sampson,23,,93.7,30.2045,52.1412,37.1528,69.0184,1328,111.9484,53.2,6.3862,24.5413,47.4924,29.2056,70.0454,0.1022,202,99,361,7,24,1,10,3,1,9,3,7,24,0.59,58,3,0.1322,67.1795,98,362
2,2005,2005-1452-1448,1,2005,98.9497,112.3967,64.6827,,,66.5899,10.0467,John Beilein,,,101.9979,45.8549,52.5359,36.0452,74.2097,1452,39.63468,-79.953926,108.9222,56.5217,9.6651,31.8833,49.3769,36.1065,72.7121,0.1,154,39,241,10,21,0,2,0,0,0,0,10,21,0.575,7,0.1233,West Virginia,64.2401,100.2004,124.7564,69.8891,2,55.0259,9.0145,skip-prosser-1,Skip Prosser,6,2,102.1108,31.9939,53.4031,39.9046,68.4327,1448,117.2191,52.7586,8.9005,34.4188,47.0588,36.9723,69.0881,0.1031,112,34,258,5,26,0,8,1,0,3,1,5,26,0.616,105,2,0.1182,71.5778,244,259
0,2005,2005-1314-1235,1,2005,91.036,119.3614,74.6791,2,4,62.5887,9.8611,Roy Williams,2,3,92.0156,30.3982,54.1004,40.3202,72.5451,1314,35.912165,-79.050969,115.7773,54.655,10.9981,36.6755,43.6806,34.0528,71.1176,0.1171,116,15,464,4,27,4,15,9,0,1,0,4,27,0.621,1,0.1292,North Carolina,76.725,90.0225,101.2715,67.6111,,56.7602,11.2583,wayne-morgan-1,Wayne Morgan,,,93.928,21.5719,47.6901,29.199,68.3043,1235,100.2753,62.3611,7.1073,39.0427,48.439,30.7238,67.6136,0.106,108,24,129,11,18,0,0,0,0,0,0,11,18,0.553,65,9,0.1385,67.2894,470,130
0,2005,2005-1458-1137,1,2005,91.0665,108.8869,63.6847,20,21,56.3452,5.0407,Bo Ryan,20,20,94.5313,35.7742,46.8233,39.0625,67.7372,1458,43.073858,-89.405356,105.8692,51.7601,8.6162,31.856,48.374,29.913,67.6587,0.0882,63,36,120,8,22,0,3,1,0,3,1,8,22,0.594,6,0.0831,Wisconsin,63.4671,93.3823,99.3882,64.3127,,59.0909,9.0047,pat-flannery-1,Pat Flannery,,,91.5929,37.2871,48.8934,36.8866,70.0893,1137,99.9554,54.321,8.1489,36.0993,43.0332,32.5503,70.4791,0.1086,145,145,171,9,22,0,0,0,0,0,0,9,22,0.552,62,14,0.1248,63.5414,123,172
0,2005,2005-1112-1329,1,2005,95.3458,114.0151,69.7604,9,10,56.7317,9.8833,Lute Olson,8,11,97.7107,27.9379,50.7077,40.1587,77.6184,1112,32.232071,-110.950769,111.7366,58.7618,5.7231,33.6219,47.838,34.6883,67.4757,0.0957,260,165,733,6,27,5,25,12,4,20,10,6,27,0.61,3,0.1129,Arizona,70.7242,96.2589,118.6729,67.3273,7,60.5023,6.4701,eddie-sutton-1,Eddie Sutton,4,8,97.8748,30.5822,53.013,41.5896,77.8788,1329,115.681,56.7917,6.3518,28.8047,49.14,35.0202,69.4056,0.0868,299,134,781,6,24,3,25,12,2,12,5,6,24,0.621,78,2,0.1044,67.6466,736,783
0,2005,2005-1228-1454,1,2005,88.4703,120.2137,66.158,1,5,66.5751,8.5239,Bruce Weber,1,5,92.2107,38.8397,54.1636,39.2246,72.8111,1228,39.730827,-90.246256,118.4394,55.4661,7.1687,31.0888,44.0748,35.7911,64.5212,0.0755,62,8,161,1,32,0,3,2,0,1,1,1,32,0.626,1,0.1173,Illinois,65.3035,94.8926,106.187,70.4991,,54.1176,9.6014,bruce-pearl-1,Bruce Pearl,,,93.7841,39.1455,49.9051,35.2507,70.7621,1454,107.479,48.6765,7.5901,32.4357,46.8297,30.7547,70.1299,0.0954,37,37,84,5,24,0,1,0,0,1,0,5,24,0.56,63,12,0.1188,67.7562,166,86
0,2005,2005-1452-1403,1,2005,98.9497,112.3967,64.6827,,,66.5899,10.0467,John Beilein,,,101.9979,45.8549,52.5359,36.0452,74.2097,1452,39.63468,-79.953926,108.9222,56.5217,9.6651,31.8833,49.3769,36.1065,72.7121,0.1,154,39,241,10,21,0,2,0,0,0,0,10,21,0.575,7,0.1233,West Virginia,64.2401,95.236,107.8136,70.4216,,59.3348,9.4109,bob-knight-1,Bob Knight,25,,97.9503,19.6219,50.0318,37.7604,75.5747,1403,108.3214,54.6856,7.0566,32.94,46.2127,37.2274,66.5441,0.09,335,43,849,10,20,5,26,14,0,2,0,10,20,0.579,60,6,0.1105,70.9395,244,851
0,2005,2005-1277-1181,1,2005,94.4426,118.3729,67.0734,15,13,61.8162,7.4614,Tom Izzo,9,10,95.1643,32.8891,55.2025,35.4943,77.6824,1277,42.72476,-84.473639,116.981,53.7234,6.1954,33.5613,46.5695,35.4839,66.967,0.1015,96,96,229,6,22,3,7,5,3,7,5,6,22,0.585,5,0.1153,Michigan St.,66.4375,90.0078,115.3147,69.417,11,49.3552,13.8539,mike-krzyzewski-1,Mike Krzyzewski,10,12,92.9018,39.8433,48.8715,38.0079,71.2546,1181,112.5574,41.8902,11.3715,20.8375,41.2469,30.622,71.4953,0.1064,245,186,719,5,25,10,20,15,10,20,15,5,25,0.621,68,1,0.1232,70.6416,233,721
0,2005,2005-1314-1437,1,2005,91.036,119.3614,74.6791,2,4,62.5887,9.8611,Roy Williams,2,3,92.0156,30.3982,54.1004,40.3202,72.5451,1314,35.912165,-79.050969,115.7773,54.655,10.9981,36.6755,43.6806,34.0528,71.1176,0.1171,116,15,464,4,27,4,15,9,0,1,0,4,27,0.621,1,0.1292,North Carolina,76.725,92.8162,114.4969,67.8853,,48.0649,15.7988,jay-wright-1,Jay Wright,24,,94.5086,34.0402,47.4856,35.9425,73.5549,1437,111.8155,60.4167,10.7997,33.4703,43.3363,31.7544,71.6895,0.083,138,53,196,7,22,0,2,0,0,0,0,7,22,0.58,66,5,0.1259,65.8171,470,198
1,2005,2005-1257-1452,1,2005,93.3078,113.396,69.8109,4,14,59.0957,11.2865,Rick Pitino,11,13,89.6688,42.1001,51.5254,39.9767,72.449,1257,38.215752,-85.758843,113.8263,56.0411,7.7119,36.9024,42.3047,32.6586,66.7564,0.0933,158,34,445,4,29,4,10,6,0,2,0,4,29,0.603,4,0.1229,Louisville,70.5653,98.9497,112.3967,64.6827,,66.5899,10.0467,john-beilein-1,John Beilein,,,101.9979,45.8549,52.5359,36.0452,74.2097,1452,108.9222,56.5217,9.6651,31.8833,49.3769,36.1065,72.7121,0.1,154,39,241,10,21,0,2,0,0,0,0,10,21,0.575,85,7,0.1233,64.2401,451,244
0,2005,2005-1228-1257,1,2005,88.4703,120.2137,66.158,1,5,66.5751,8.5239,Bruce Weber,1,5,92.2107,38.8397,54.1636,39.2246,72.8111,1228,39.730827,-90.246256,118.4394,55.4661,7.1687,31.0888,44.0748,35.7911,64.5212,0.0755,62,8,161,1,32,0,3,2,0,1,1,1,32,0.626,1,0.1173,Illinois,65.3035,93.3078,113.396,69.8109,14,59.0957,11.2865,rick-pitino-1,Rick Pitino,11,13,89.6688,42.1001,51.5254,39.9767,72.449,1257,113.8263,56.0411,7.7119,36.9024,42.3047,32.6586,66.7564,0.0933,158,34,445,4,29,4,10,6,0,2,0,4,29,0.603,57,4,0.1229,70.5653,166,451
0,2006,2006-1284-1214,1,2006,96.8515,95.3272,66.2669,,,63.7865,10.0164,Dave Calloway,,,94.761,36.0784,49.9562,33.6957,67.0017,1284,40.280066,-74.006446,96.3031,59.1327,8.4137,37.0868,43.514,32.1727,70.2797,0.1111,121,121,129,14,18,0,2,0,0,2,0,14,18,0.621,16,0.1115,Monmouth,65.8043,100.4858,91.7489,70.2305,,51.1811,8.4471,bobby-collins-2,Bobby Collins,,,91.8503,30.4726,45.7031,31.5508,61.8907,1214,96.2866,54.3834,8.4375,30.3624,43.7713,31.3112,65.7385,0.1027,56,56,65,15,16,0,0,0,0,0,0,15,16,0.585,49,16,0.1085,69.427,130,65
0,2006,2006-1104-1266,1,2006,99.3435,109.1016,64.8442,,15,49.7361,13.2456,Mark Gottfried,,14,103.1665,30.3851,50.4754,34.4554,70.8273,1104,33.2144,-87.545766,106.9003,53.856,11.5817,37.6709,46.8421,35.4136,68.0272,0.1037,119,95,228,12,17,0,6,1,0,4,1,12,17,0.499,10,0.0977,Alabama,64.7257,95.526,110.5118,69.8988,,57.4307,8.2374,tom-crean-1,Tom Crean,,,100.2356,36.6591,48.6049,39.5023,73.2839,1266,106.9834,60.9227,10.6211,36.6442,45.8813,33.5375,68.6985,0.0995,75,75,141,10,20,1,2,1,1,2,1,10,20,0.626,85,7,0.1092,68.7507,229,141
0,2006,2006-1196-1375,1,2006,92.1121,113.8817,68.6945,11,,61.5457,13.5383,Billy Donovan,9,,93.2534,34.7806,55.8611,39.213,74.3619,1196,29.638248,-82.361195,113.9862,47.8936,7.7424,32.4647,43.6887,31.8367,66.4662,0.1084,118,98,255,6,27,1,7,2,1,7,2,6,27,0.61,3,0.1107,Florida,69.217,98.3462,107.9869,67.3287,,54.6284,3.9423,john-pelphrey-1,John Pelphrey,,,96.8977,41.0693,50.8475,36.7668,70.2238,1375,109.2165,52.3142,9.7707,35.6834,51.8269,30.156,69.4643,0.0912,54,54,60,6,24,0,0,0,0,0,0,6,24,0.535,50,14,0.1241,67.6935,261,60
0,2006,2006-1401-1393,1,2006,89.9943,104.3199,64.9457,,,70.2069,9.4188,Billy Gillispie,,,91.4712,34.5633,49.0602,36.121,67.9487,1401,30.596291,-96.306732,104.483,61.3977,9.7744,31.8771,44.0882,34.4754,71.2676,0.0917,50,18,72,8,21,0,1,0,0,0,0,8,21,0.601,12,0.1304,Texas A&M,65.7097,96.5636,108.6802,69.5934,16,59.2552,17.2791,jim-boeheim-1,Jim Boeheim,,16,98.1098,36.7739,49.5824,33.9426,64.3266,1393,103.4564,63.9606,8.1245,37.3653,43.1587,34.2071,70.0935,0.1055,252,252,726,11,23,3,24,13,3,24,13,11,23,0.593,58,5,0.1275,69.6032,73,726
0,2006,2006-1454-1328,1,2006,95.9993,106.2819,69.3462,,,48.7582,7.401,Rob Jeter,,,96.1253,33.2386,48.3404,33.6752,69.2982,1454,43.076848,-87.880488,107.6327,46.2707,9.7021,28.6679,49.4836,31.9058,68.7285,0.0953,8,8,21,8,21,0,0,0,0,0,0,8,21,0.579,11,0.0992,Wisconsin Milwaukee,67.9778,99.0757,112.2929,63.613,6,58.9385,9.8522,kelvin-sampson-1,Kelvin Sampson,20,6,99.7734,30.5801,49.228,35.8763,71.3761,1328,108.234,51.3261,6.9936,30.7167,45.9113,38.8889,74.2857,0.1091,211,108,382,8,20,1,11,3,1,10,3,8,20,0.519,74,6,0.1124,63.1741,22,382
0,2006,2006-1455-1371,1,2006,96.3061,110.1734,63.699,,,61.5099,5.1325,Mark Turgeon,,,96.3192,33.9859,47.5288,36.96,72.6736,1455,37.716484,-97.296733,106.6939,57.5718,9.8847,35.9491,44.5364,33.6283,67.9612,0.0987,104,75,134,8,24,0,0,0,0,0,0,8,24,0.562,7,0.0809,Wichita St.,63.1467,95.9849,105.5567,66.9839,,53.9017,7.6487,louis-orr-1,Louis Orr,,,99.1545,30.7692,44.2735,33.4615,74.5683,1371,101.0785,56.7529,11.453,35.8571,47.0255,33.4459,68.8925,0.1002,79,68,100,11,18,0,1,0,0,1,0,11,18,0.566,66,10,0.1022,66.4431,136,100
0,2006,2006-1112-1458,1,2006,94.305,107.7834,69.6354,,10,54.1254,10.322,Lute Olson,,9,96.4165,21.8459,48.1784,31.9101,70.9145,1112,32.232071,-110.950769,103.136,55.5828,6.3442,32.6848,50.289,35.034,72.6813,0.0831,273,178,755,12,19,5,26,13,4,21,11,12,19,0.586,8,0.1386,Arizona,69.2926,94.998,108.9184,66.7214,,54.1237,8.7248,bo-ryan-1,Bo Ryan,,,96.905,31.9421,47.1791,34.669,66.3743,1458,106.1595,49.2537,7.1137,30.9786,46.5604,34.0187,69.9262,0.0928,75,48,142,11,19,0,4,2,0,4,2,11,19,0.594,75,9,0.0797,66.1727,756,142
0,2006,2006-1163-1107,1,2006,91.7027,116.2014,71.123,2,3,54.7571,19.6311,Jim Calhoun,4,2,91.0946,24.6169,50.8259,36.5759,70.595,1163,41.808215,-72.249537,112.5999,50.1188,8.3227,31,41.6996,30.6452,71.2454,0.1079,314,177,732,3,27,2,18,10,2,13,10,3,27,0.572,1,0.0916,Connecticut,71.4995,102.5629,104.5827,65.2249,,54.2396,7.5419,will-brown-2,Will Brown,,,99.3126,35.4819,48.5528,37.8608,71.1144,1107,106.4503,56.6248,10.2708,36.2611,47.2067,34.3699,68.9034,0.0975,82,82,53,10,21,0,0,0,0,0,0,10,21,0.582,59,16,0.1009,64.1276,735,53
0,2006,2006-1206-1277,1,2006,91.572,106.4399,64.0375,,,56.5217,9.7156,Jim Larranaga,25,,90.8172,31.0789,53.8162,35.5786,66.4087,1206,38.83088,-77.30794,107.2718,51.8421,10.7477,35.3422,42.733,31.6474,68.431,0.0966,249,104,331,7,23,0,2,0,0,2,0,7,23,0.603,11,0.1099,George Mason,64.145,98.3609,114.0908,65.9071,4,63.5731,7.9248,tom-izzo-1,Tom Izzo,16,5,102.1411,29.3208,51.9531,37.0998,77.0393,1277,110.0973,56.2577,7.5,33.8378,47.2222,36.5815,69.967,0.0932,108,108,255,11,22,4,8,6,4,8,6,11,22,0.568,65,6,0.0918,65.5534,335,255
0,2006,2006-1246-1412,1,2006,97.7334,112.7292,65.6942,,9,54.8173,8.4665,Tubby Smith,,10,100.095,37.5248,50.5547,34.9604,67.5541,1246,38.028081,-84.510698,107.7504,53.9759,9.271,35.9591,48.0831,32.4324,67.6145,0.0817,132,70,364,12,21,1,12,9,1,8,6,12,21,0.578,8,0.0895,Kentucky,65.6292,96.5683,107.881,70.1858,,58.5987,10.4762,mike-anderson-1,Mike Anderson,,,93.3856,35.5874,51.0676,33.9775,64.5991,1412,105.2661,54.1791,7.7402,34.7826,44.9524,35.3571,70.3947,0.09,40,40,89,6,24,0,2,1,0,2,1,6,24,0.592,64,9,0.1557,70.2491,365,89
0,2006,2006-1301-1143,1,2006,97.3375,111.1627,66.2357,,,62.9256,11.2967,Herb Sendek,14,,98.8404,45.6254,54.5356,37.0656,75.0737,1301,35.785111,-78.674517,110.7269,54.3791,11.3391,32.2006,46.1416,30.9883,70.947,0.1028,157,131,253,9,21,0,5,1,0,4,1,9,21,0.609,10,0.107,North Carolina St.,67.0334,97.0455,108.6733,63.3346,,56.3459,7.6852,ben-braun-1,Ben Braun,,,99.4545,28.2854,47.8185,37.3894,73.324,1143,105.6388,54.8117,7.3298,34.3864,48.0556,34.9823,72.8713,0.0696,253,120,370,10,20,0,7,2,0,4,1,10,20,0.581,52,7,0.081,64.0661,254,370
